First_Name,Last_Name,Email,Customer_ID,Senior_Citizen,Tenure_Month,Phone_Service,Internet_Service,Contract_Type,Payment_Method,Monthly_Charges,Total_Charges,Churn_Status
Verilink,6582-OIVSP,6582-oivsp@verilink-test.com,6582-OIVSP,0,1,Yes,DSL,Month-to-month,Mailed check,45.3,45.3,No
Verilink,9367-WXLCH,9367-wxlch@verilink-test.com,9367-WXLCH,0,8,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),84.5,662.65,Yes
Verilink,5524-KHNJP,5524-khnjp@verilink-test.com,5524-KHNJP,0,33,Yes,DSL,One year,Credit card (automatic),74.75,2453.3,No
Verilink,1918-ZBFQJ,1918-zbfqj@verilink-test.com,1918-ZBFQJ,0,13,Yes,Fiber optic,Month-to-month,Electronic check,79.25,1111.65,Yes
Verilink,1024-GUALD,1024-guald@verilink-test.com,1024-GUALD,0,1,No,DSL,Month-to-month,Electronic check,24.8,24.8,Yes
Verilink,4827-USJHP,4827-usjhp@verilink-test.com,4827-USJHP,0,20,Yes,DSL,Month-to-month,Mailed check,51.8,1023.85,No
Verilink,8167-GJLRN,8167-gjlrn@verilink-test.com,8167-GJLRN,0,3,No,DSL,Month-to-month,Electronic check,30.4,82.15,No
Verilink,0956-SYCWG,0956-sycwg@verilink-test.com,0956-SYCWG,0,13,Yes,No,One year,Electronic check,19.65,244.8,No
Verilink,8017-UVSZU,8017-uvszu@verilink-test.com,8017-UVSZU,0,40,Yes,DSL,Month-to-month,Credit card (automatic),56.6,2379.1,No
Verilink,7100-FQPRV,7100-fqprv@verilink-test.com,7100-FQPRV,0,43,Yes,DSL,One year,Credit card (automatic),71.9,3173.35,No
Verilink,2472-OVKUP,2472-ovkup@verilink-test.com,2472-OVKUP,0,6,Yes,Fiber optic,Month-to-month,Electronic check,91,531,Yes
Verilink,2984-RGEYA,2984-rgeya@verilink-test.com,2984-RGEYA,0,69,Yes,No,Two year,Bank transfer (automatic),19.75,1375.4,No
Verilink,9680-NIAUV,9680-niauv@verilink-test.com,9680-NIAUV,0,72,Yes,Fiber optic,Two year,Credit card (automatic),109.7,8129.3,No
Verilink,2146-EGVDT,2146-egvdt@verilink-test.com,2146-EGVDT,0,59,Yes,No,Two year,Credit card (automatic),19.3,1192.7,No
Verilink,2604-IJPDU,2604-ijpdu@verilink-test.com,2604-IJPDU,0,20,Yes,Fiber optic,Month-to-month,Electronic check,96.55,1901.65,No
Verilink,9178-JHUVJ,9178-jhuvj@verilink-test.com,9178-JHUVJ,0,24,Yes,No,Two year,Bank transfer (automatic),24.1,587.4,No
Verilink,6168-YBYNP,6168-ybynp@verilink-test.com,6168-YBYNP,0,59,Yes,Fiber optic,Month-to-month,Electronic check,111.35,6519.75,No
Verilink,7255-SSFBC,7255-ssfbc@verilink-test.com,7255-SSFBC,0,72,Yes,Fiber optic,Two year,Bank transfer (automatic),112.25,8041.65,No
Verilink,3645-DEYGF,3645-deygf@verilink-test.com,3645-DEYGF,0,1,Yes,No,Month-to-month,Mailed check,20.75,20.75,No
Verilink,9323-HGFWY,9323-hgfwy@verilink-test.com,9323-HGFWY,0,27,Yes,Fiber optic,One year,Credit card (automatic),101.9,2681.15,No
Verilink,8544-GOQSH,8544-goqsh@verilink-test.com,8544-GOQSH,0,14,Yes,Fiber optic,Month-to-month,Credit card (automatic),80.05,1112.3,No
Verilink,3363-DTIVD,3363-dtivd@verilink-test.com,3363-DTIVD,0,71,Yes,Fiber optic,Two year,Electronic check,105.55,7405.5,No
Verilink,7018-WBJNK,7018-wbjnk@verilink-test.com,7018-WBJNK,0,13,Yes,Fiber optic,Month-to-month,Credit card (automatic),78.3,1033.95,No
Verilink,9142-KZXOP,9142-kzxop@verilink-test.com,9142-KZXOP,0,44,Yes,Fiber optic,Month-to-month,Credit card (automatic),68.85,2958.95,No
Verilink,7674-YTAFD,7674-ytafd@verilink-test.com,7674-YTAFD,0,33,Yes,Fiber optic,One year,Bank transfer (automatic),79.95,2684.85,No
Verilink,6348-SNFUS,6348-snfus@verilink-test.com,6348-SNFUS,0,72,No,DSL,Two year,Credit card (automatic),55.45,4179.2,No
Verilink,1285-OKIPP,1285-okipp@verilink-test.com,1285-OKIPP,0,1,Yes,Fiber optic,Month-to-month,Electronic check,79.9,79.9,Yes
Verilink,7825-ECJRF,7825-ecjrf@verilink-test.com,7825-ECJRF,0,19,Yes,Fiber optic,Month-to-month,Electronic check,106.6,1934.45,Yes
Verilink,1347-KTTTA,1347-kttta@verilink-test.com,1347-KTTTA,0,64,Yes,Fiber optic,One year,Credit card (automatic),102.45,6654.1,No
Verilink,7841-TZDMQ,7841-tzdmq@verilink-test.com,7841-TZDMQ,0,2,Yes,DSL,Month-to-month,Credit card (automatic),46,84.5,Yes
Verilink,4195-NZGTA,4195-nzgta@verilink-test.com,4195-NZGTA,0,1,No,DSL,Month-to-month,Electronic check,25.25,25.25,No
Verilink,7157-SMCFK,7157-smcfk@verilink-test.com,7157-SMCFK,0,61,Yes,No,Two year,Mailed check,19.75,1124.2,No
Verilink,4709-LKHYG,4709-lkhyg@verilink-test.com,4709-LKHYG,0,29,Yes,No,One year,Electronic check,20,540.05,No
Verilink,2504-DSHIH,2504-dshih@verilink-test.com,2504-DSHIH,1,23,Yes,Fiber optic,Month-to-month,Electronic check,86.8,1975.85,No
Verilink,0699-NDKJM,0699-ndkjm@verilink-test.com,0699-NDKJM,0,57,No,DSL,Month-to-month,Bank transfer (automatic),58.75,3437.45,No
Verilink,9286-BHDQG,9286-bhdqg@verilink-test.com,9286-BHDQG,0,72,No,DSL,Two year,Credit card (automatic),45.25,3139.8,No
Verilink,0230-WEQUW,0230-wequw@verilink-test.com,0230-WEQUW,0,66,No,DSL,Two year,Bank transfer (automatic),56.6,3789.2,No
Verilink,2040-LDIWQ,2040-ldiwq@verilink-test.com,2040-LDIWQ,0,65,Yes,DSL,Two year,Bank transfer (automatic),84.2,5324.5,No
Verilink,6496-JDSSB,6496-jdssb@verilink-test.com,6496-JDSSB,0,8,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),80,624.6,No
Verilink,9408-SSNVZ,9408-ssnvz@verilink-test.com,9408-SSNVZ,0,4,Yes,Fiber optic,Month-to-month,Electronic check,70.15,268.35,Yes
Verilink,4443-EMBNA,4443-embna@verilink-test.com,4443-EMBNA,0,71,Yes,No,Two year,Bank transfer (automatic),24.75,1836.9,No
Verilink,6469-MRVET,6469-mrvet@verilink-test.com,6469-MRVET,0,1,Yes,No,One year,Electronic check,20.2,20.2,No
Verilink,0742-MOABM,0742-moabm@verilink-test.com,0742-MOABM,0,4,Yes,DSL,Month-to-month,Mailed check,50.05,179.35,Yes
Verilink,5961-VUSRV,5961-vusrv@verilink-test.com,5961-VUSRV,0,12,Yes,No,One year,Bank transfer (automatic),19.35,219.35,No
Verilink,6778-JFCMK,6778-jfcmk@verilink-test.com,6778-JFCMK,0,24,No,DSL,One year,Mailed check,50.6,1288.75,No
Verilink,6341-JVQGF,6341-jvqgf@verilink-test.com,6341-JVQGF,0,31,Yes,DSL,One year,Mailed check,81.15,2545.75,No
Verilink,2232-DMLXU,2232-dmlxu@verilink-test.com,2232-DMLXU,0,1,Yes,DSL,Month-to-month,Mailed check,55.2,55.2,Yes
Verilink,4811-JBUVU,4811-jbuvu@verilink-test.com,4811-JBUVU,0,30,Yes,Fiber optic,Month-to-month,Credit card (automatic),89.9,2723.15,No
Verilink,0945-TSONX,0945-tsonx@verilink-test.com,0945-TSONX,0,47,Yes,DSL,Two year,Credit card (automatic),85.3,4107.25,No
Verilink,2651-ZCBXV,2651-zcbxv@verilink-test.com,2651-ZCBXV,0,54,Yes,Fiber optic,Two year,Credit card (automatic),108,5760.65,No
Verilink,3316-UWXUY,3316-uwxuy@verilink-test.com,3316-UWXUY,0,50,Yes,Fiber optic,Month-to-month,Credit card (automatic),93.5,4747.5,No
Verilink,8937-RDTHP,8937-rdthp@verilink-test.com,8937-RDTHP,0,1,Yes,Fiber optic,Month-to-month,Mailed check,84.6,84.6,Yes
Verilink,7083-MIOPC,7083-miopc@verilink-test.com,7083-MIOPC,0,72,Yes,No,Two year,Credit card (automatic),20.25,1566.9,No
Verilink,1984-GPTEH,1984-gpteh@verilink-test.com,1984-GPTEH,0,29,Yes,No,Month-to-month,Electronic check,25.15,702,No
Verilink,1251-KRREG,1251-krreg@verilink-test.com,1251-KRREG,0,2,Yes,DSL,Month-to-month,Mailed check,54.4,114.1,Yes
Verilink,0621-JFHOL,0621-jfhol@verilink-test.com,0621-JFHOL,0,10,No,DSL,Two year,Mailed check,29.6,299.05,No
Verilink,9903-LYSAB,9903-lysab@verilink-test.com,9903-LYSAB,0,18,Yes,Fiber optic,Month-to-month,Electronic check,73.15,1305.95,No
Verilink,0094-OIFMO,0094-oifmo@verilink-test.com,0094-OIFMO,1,11,Yes,Fiber optic,Month-to-month,Electronic check,95,1120.3,Yes
Verilink,9227-UAQFT,9227-uaqft@verilink-test.com,9227-UAQFT,0,16,Yes,No,Two year,Mailed check,19.75,284.35,No
Verilink,7301-ABVAD,7301-abvad@verilink-test.com,7301-ABVAD,0,72,Yes,DSL,Two year,Bank transfer (automatic),86.6,6350.5,No
Verilink,6614-FHDBO,6614-fhdbo@verilink-test.com,6614-FHDBO,0,72,Yes,Fiber optic,Two year,Bank transfer (automatic),109.2,7878.3,No
Verilink,7576-ASEJU,7576-aseju@verilink-test.com,7576-ASEJU,0,41,Yes,DSL,One year,Credit card (automatic),74.7,3187.65,No
Verilink,9058-HRZSV,9058-hrzsv@verilink-test.com,9058-HRZSV,1,65,Yes,Fiber optic,Month-to-month,Electronic check,94.4,6126.15,No
Verilink,4522-AKYLR,4522-akylr@verilink-test.com,4522-AKYLR,1,13,Yes,DSL,Month-to-month,Electronic check,54.8,731.3,No
Verilink,0221-WMXNQ,0221-wmxnq@verilink-test.com,0221-WMXNQ,1,4,Yes,Fiber optic,Month-to-month,Electronic check,75.35,273.4,No
Verilink,0303-UNCIP,0303-uncip@verilink-test.com,0303-UNCIP,0,41,Yes,DSL,One year,Mailed check,65,2531.8,No
Verilink,9947-OTFQU,9947-otfqu@verilink-test.com,9947-OTFQU,1,15,Yes,Fiber optic,Month-to-month,Electronic check,74.4,1074.3,Yes
Verilink,0322-YINQP,0322-yinqp@verilink-test.com,0322-YINQP,0,1,Yes,DSL,Month-to-month,Mailed check,48.55,48.55,Yes
Verilink,0959-WHOKV,0959-whokv@verilink-test.com,0959-WHOKV,0,42,Yes,Fiber optic,One year,Electronic check,99,4298.45,No
Verilink,4075-JFPGR,4075-jfpgr@verilink-test.com,4075-JFPGR,0,51,Yes,Fiber optic,One year,Electronic check,93.5,4619.55,No
Verilink,4629-NRXKX,4629-nrxkx@verilink-test.com,4629-NRXKX,0,2,Yes,Fiber optic,Month-to-month,Electronic check,70.4,147.15,Yes
Verilink,9514-JDSKI,9514-jdski@verilink-test.com,9514-JDSKI,1,1,No,DSL,Month-to-month,Electronic check,40.2,40.2,Yes
Verilink,3282-ZISZV,3282-ziszv@verilink-test.com,3282-ZISZV,0,32,Yes,DSL,One year,Credit card (automatic),83.7,2633.3,No
Verilink,3675-YDUPJ,3675-ydupj@verilink-test.com,3675-YDUPJ,0,10,Yes,No,Month-to-month,Mailed check,19.85,193.05,No
Verilink,4111-BNXIF,4111-bnxif@verilink-test.com,4111-BNXIF,0,67,No,DSL,Two year,Electronic check,59.55,4103.9,No
Verilink,7017-VFHAY,7017-vfhay@verilink-test.com,7017-VFHAY,0,61,Yes,Fiber optic,Two year,Credit card (automatic),115.1,7008.15,No
Verilink,6655-LHBYW,6655-lhbyw@verilink-test.com,6655-LHBYW,0,50,Yes,Fiber optic,One year,Credit card (automatic),114.35,5791.1,No
Verilink,4959-JOSRX,4959-josrx@verilink-test.com,4959-JOSRX,0,2,Yes,DSL,Month-to-month,Credit card (automatic),44.6,80.55,Yes
Verilink,5046-NUHWD,5046-nuhwd@verilink-test.com,5046-NUHWD,1,29,No,DSL,Month-to-month,Electronic check,45,1228.65,No
Verilink,7273-TEFQD,7273-tefqd@verilink-test.com,7273-TEFQD,1,3,No,DSL,Month-to-month,Electronic check,41.15,132.2,Yes
Verilink,3606-TWKGI,3606-twkgi@verilink-test.com,3606-TWKGI,1,13,Yes,Fiber optic,Month-to-month,Electronic check,106.9,1364.3,Yes
Verilink,7529-ZDFXI,7529-zdfxi@verilink-test.com,7529-ZDFXI,1,57,Yes,Fiber optic,Month-to-month,Electronic check,89.85,4925.35,No
Verilink,7605-BDWDC,7605-bdwdc@verilink-test.com,7605-BDWDC,0,31,No,DSL,Two year,Bank transfer (automatic),49.85,1520.1,No
Verilink,1950-KSVVJ,1950-ksvvj@verilink-test.com,1950-KSVVJ,0,45,Yes,Fiber optic,One year,Mailed check,113.3,5032.25,No
Verilink,0123-CRBRT,0123-crbrt@verilink-test.com,0123-CRBRT,0,61,Yes,DSL,Two year,Mailed check,88.1,5526.75,No
Verilink,6292-TOSSS,6292-tosss@verilink-test.com,6292-TOSSS,0,50,Yes,No,Two year,Bank transfer (automatic),24.9,1195.25,No
Verilink,3197-ARFOY,3197-arfoy@verilink-test.com,3197-ARFOY,1,19,Yes,Fiber optic,Month-to-month,Mailed check,105,2007.25,No
Verilink,6323-AYBRX,6323-aybrx@verilink-test.com,6323-AYBRX,0,59,Yes,No,Two year,Mailed check,19.35,1099.6,Yes
Verilink,7014-ZZXAW,7014-zzxaw@verilink-test.com,7014-ZZXAW,0,71,Yes,No,Two year,Credit card (automatic),24.25,1732.95,No
Verilink,4385-GZQXV,4385-gzqxv@verilink-test.com,4385-GZQXV,1,16,Yes,Fiber optic,Month-to-month,Electronic check,94.45,1511.2,Yes
Verilink,7633-MVPUY,7633-mvpuy@verilink-test.com,7633-MVPUY,0,57,Yes,DSL,Two year,Electronic check,59.75,3450.15,No
Verilink,6366-ZGQGL,6366-zgqgl@verilink-test.com,6366-ZGQGL,0,1,No,DSL,Month-to-month,Bank transfer (automatic),24.8,24.8,Yes
Verilink,4716-HHKQH,4716-hhkqh@verilink-test.com,4716-HHKQH,1,20,Yes,Fiber optic,Month-to-month,Electronic check,107.05,2172.05,No
Verilink,5940-AHUHD,5940-ahuhd@verilink-test.com,5940-AHUHD,0,1,Yes,Fiber optic,Month-to-month,Mailed check,70.6,70.6,Yes
Verilink,6432-TWQLB,6432-twqlb@verilink-test.com,6432-TWQLB,0,5,Yes,Fiber optic,Month-to-month,Electronic check,85.4,401.1,Yes
Verilink,4484-GLZOU,4484-glzou@verilink-test.com,4484-GLZOU,0,52,Yes,Fiber optic,Month-to-month,Electronic check,105.05,5624.85,Yes
Verilink,3179-GBRWV,3179-gbrwv@verilink-test.com,3179-GBRWV,1,21,Yes,DSL,Month-to-month,Bank transfer (automatic),64.95,1339.8,No
Verilink,8645-KWHJO,8645-kwhjo@verilink-test.com,8645-KWHJO,0,14,No,DSL,Month-to-month,Electronic check,55,771.95,No
Verilink,4130-MZLCC,4130-mzlcc@verilink-test.com,4130-MZLCC,0,5,Yes,DSL,Month-to-month,Bank transfer (automatic),50.55,244.75,No
Verilink,0314-TKOSI,0314-tkosi@verilink-test.com,0314-TKOSI,0,6,Yes,DSL,Month-to-month,Mailed check,55.15,322.9,No
Verilink,8229-MYEJZ,8229-myejz@verilink-test.com,8229-MYEJZ,0,10,Yes,DSL,Month-to-month,Electronic check,51.2,498.25,No
Verilink,2080-SRCDE,2080-srcde@verilink-test.com,2080-SRCDE,0,1,Yes,No,Month-to-month,Mailed check,25.4,25.4,No
Verilink,9577-WJVCQ,9577-wjvcq@verilink-test.com,9577-WJVCQ,0,68,Yes,DSL,Month-to-month,Mailed check,54.45,3687.75,No
Verilink,9512-UIBFX,9512-uibfx@verilink-test.com,9512-UIBFX,0,18,Yes,Fiber optic,Month-to-month,Mailed check,95.15,1779.95,Yes
Verilink,6202-DYYFX,6202-dyyfx@verilink-test.com,6202-DYYFX,0,22,Yes,Fiber optic,One year,Credit card (automatic),76,1783.6,No
Verilink,3808-HFKDE,3808-hfkde@verilink-test.com,3808-HFKDE,0,20,Yes,DSL,Month-to-month,Electronic check,44.35,927.15,No
Verilink,5583-SXDAG,5583-sxdag@verilink-test.com,5583-SXDAG,0,1,Yes,Fiber optic,Month-to-month,Electronic check,70,70,Yes
Verilink,3488-PGMQJ,3488-pgmqj@verilink-test.com,3488-PGMQJ,1,8,Yes,Fiber optic,Month-to-month,Electronic check,74.5,606.55,Yes
Verilink,3580-REOAC,3580-reoac@verilink-test.com,3580-REOAC,0,10,Yes,DSL,Month-to-month,Credit card (automatic),44.85,435.4,Yes
Verilink,7534-BFESC,7534-bfesc@verilink-test.com,7534-BFESC,1,24,Yes,Fiber optic,Month-to-month,Electronic check,76.1,1712.7,Yes
Verilink,3727-OWVYD,3727-owvyd@verilink-test.com,3727-OWVYD,0,35,Yes,DSL,One year,Mailed check,61.2,2021.2,No
Verilink,2294-SALNE,2294-salne@verilink-test.com,2294-SALNE,0,23,Yes,Fiber optic,One year,Mailed check,86.8,1940.8,No
Verilink,4847-TAJYI,4847-tajyi@verilink-test.com,4847-TAJYI,1,6,Yes,Fiber optic,Month-to-month,Electronic check,89.35,567.8,No
Verilink,1563-IWQEX,1563-iwqex@verilink-test.com,1563-IWQEX,0,12,Yes,No,Month-to-month,Mailed check,19.7,220.35,No
Verilink,8203-XJZRC,8203-xjzrc@verilink-test.com,8203-XJZRC,0,1,Yes,No,Month-to-month,Mailed check,20.25,20.25,No
Verilink,6556-DBKZF,6556-dbkzf@verilink-test.com,6556-DBKZF,0,71,Yes,Fiber optic,Two year,Electronic check,76.05,5436.45,No
Verilink,6851-WEFYX,6851-wefyx@verilink-test.com,6851-WEFYX,1,35,Yes,Fiber optic,Month-to-month,Electronic check,100.8,3437.5,No
Verilink,2985-JUUBZ,2985-juubz@verilink-test.com,2985-JUUBZ,0,40,Yes,DSL,Month-to-month,Electronic check,74.55,3015.75,No
Verilink,6390-DSAZX,6390-dsazx@verilink-test.com,6390-DSAZX,0,1,Yes,Fiber optic,Month-to-month,Mailed check,73.6,73.6,Yes
Verilink,0895-LMRSF,0895-lmrsf@verilink-test.com,0895-LMRSF,0,23,Yes,DSL,One year,Bank transfer (automatic),64.9,1509.8,No
Verilink,8098-LLAZX,8098-llazx@verilink-test.com,8098-LLAZX,1,4,Yes,Fiber optic,Month-to-month,Electronic check,95.45,396.1,Yes
Verilink,8266-VBFQL,8266-vbfql@verilink-test.com,8266-VBFQL,0,4,Yes,Fiber optic,Month-to-month,Electronic check,90.4,356.65,No
Verilink,8181-YHCMF,8181-yhcmf@verilink-test.com,8181-YHCMF,0,68,No,DSL,Two year,Credit card (automatic),60.3,4109,No
Verilink,2240-HSJQD,2240-hsjqd@verilink-test.com,2240-HSJQD,0,38,Yes,Fiber optic,Month-to-month,Mailed check,81.85,3141.7,No
Verilink,1248-DYXUB,1248-dyxub@verilink-test.com,1248-DYXUB,0,52,Yes,No,Two year,Mailed check,24.8,1229.1,No
Verilink,0265-EDXBD,0265-edxbd@verilink-test.com,0265-EDXBD,1,32,Yes,Fiber optic,Month-to-month,Electronic check,74.9,2303.35,Yes
Verilink,4115-BNPJY,4115-bnpjy@verilink-test.com,4115-BNPJY,0,29,Yes,DSL,Two year,Mailed check,75.55,2054.4,No
Verilink,3167-SNQPL,3167-snqpl@verilink-test.com,3167-SNQPL,1,38,Yes,Fiber optic,Month-to-month,Electronic check,101.15,3741.85,No
Verilink,4091-TVOCN,4091-tvocn@verilink-test.com,4091-TVOCN,0,48,Yes,DSL,One year,Credit card (automatic),78.75,3682.45,No
Verilink,1098-TDVUQ,1098-tdvuq@verilink-test.com,1098-TDVUQ,0,1,Yes,No,Month-to-month,Bank transfer (automatic),19.25,19.25,No
Verilink,7277-OZCGZ,7277-ozcgz@verilink-test.com,7277-OZCGZ,0,22,Yes,Fiber optic,Month-to-month,Electronic check,89.05,1886.25,No
Verilink,1557-EMYVT,1557-emyvt@verilink-test.com,1557-EMYVT,0,43,Yes,Fiber optic,Two year,Credit card (automatic),115.05,4895.1,No
Verilink,2799-ARNLO,2799-arnlo@verilink-test.com,2799-ARNLO,1,5,Yes,Fiber optic,Month-to-month,Electronic check,69.35,341.6,No
Verilink,7563-BIUPC,7563-biupc@verilink-test.com,7563-BIUPC,0,5,Yes,Fiber optic,Month-to-month,Electronic check,80.6,415.55,Yes
Verilink,5027-YOCXN,5027-yocxn@verilink-test.com,5027-YOCXN,0,51,Yes,Fiber optic,One year,Credit card (automatic),110.05,5686.4,No
Verilink,3973-SKMLN,3973-skmln@verilink-test.com,3973-SKMLN,0,71,Yes,No,Two year,Credit card (automatic),19.9,1355.1,No
Verilink,2321-OMBXY,2321-ombxy@verilink-test.com,2321-OMBXY,0,38,Yes,DSL,One year,Credit card (automatic),80.3,3058.65,Yes
Verilink,2840-XANRC,2840-xanrc@verilink-test.com,2840-XANRC,1,24,Yes,Fiber optic,Month-to-month,Electronic check,93.15,2231.05,Yes
Verilink,6745-JEFZB,6745-jefzb@verilink-test.com,6745-JEFZB,0,35,Yes,Fiber optic,Month-to-month,Credit card (automatic),91.5,3236.35,No
Verilink,5020-ZSTTY,5020-zstty@verilink-test.com,5020-ZSTTY,1,54,Yes,DSL,One year,Bank transfer (automatic),82.45,4350.1,Yes
Verilink,9880-TDQAC,9880-tdqac@verilink-test.com,9880-TDQAC,0,72,No,DSL,Two year,Electronic check,60,4264,No
Verilink,8705-WZCYL,8705-wzcyl@verilink-test.com,8705-WZCYL,0,1,Yes,DSL,Month-to-month,Electronic check,44.8,44.8,No
Verilink,7102-JJVTX,7102-jjvtx@verilink-test.com,7102-JJVTX,0,9,Yes,DSL,One year,Mailed check,48.6,422.3,No
Verilink,8626-PTQGE,8626-ptqge@verilink-test.com,8626-PTQGE,0,69,No,DSL,Two year,Bank transfer (automatic),60.05,4176.7,No
Verilink,4983-CLMLV,4983-clmlv@verilink-test.com,4983-CLMLV,0,52,Yes,Fiber optic,Month-to-month,Credit card (automatic),102.7,5138.1,No
Verilink,5701-YVSVF,5701-yvsvf@verilink-test.com,5701-YVSVF,1,11,Yes,Fiber optic,Month-to-month,Electronic check,82.9,880.05,No
Verilink,5804-LEPIM,5804-lepim@verilink-test.com,5804-LEPIM,1,2,Yes,Fiber optic,Month-to-month,Electronic check,70.35,139.05,Yes
Verilink,5697-GOMBF,5697-gombf@verilink-test.com,5697-GOMBF,1,28,No,DSL,Month-to-month,Electronic check,35.9,973.65,No
Verilink,2739-CACDQ,2739-cacdq@verilink-test.com,2739-CACDQ,1,17,Yes,Fiber optic,Month-to-month,Credit card (automatic),82.65,1470.05,No
Verilink,9385-EHGDO,9385-ehgdo@verilink-test.com,9385-EHGDO,0,35,Yes,No,Two year,Mailed check,19.85,739.35,No
Verilink,9498-FIMXL,9498-fimxl@verilink-test.com,9498-FIMXL,0,8,Yes,No,One year,Mailed check,19.2,161.95,No
Verilink,2379-GYFLQ,2379-gyflq@verilink-test.com,2379-GYFLQ,0,46,Yes,Fiber optic,One year,Credit card (automatic),94.9,4422.95,No
Verilink,0122-OAHPZ,0122-oahpz@verilink-test.com,0122-OAHPZ,0,7,Yes,Fiber optic,Month-to-month,Electronic check,73.85,511.25,Yes
Verilink,2868-SNELZ,2868-snelz@verilink-test.com,2868-SNELZ,0,2,Yes,Fiber optic,Month-to-month,Mailed check,80.6,155.8,Yes
Verilink,4322-RCYMT,4322-rcymt@verilink-test.com,4322-RCYMT,0,68,Yes,DSL,One year,Bank transfer (automatic),75.8,5293.95,Yes
Verilink,6680-NENYN,6680-nenyn@verilink-test.com,6680-NENYN,0,43,Yes,Fiber optic,Two year,Electronic check,104.6,4759.85,Yes
Verilink,2088-IEBAU,2088-iebau@verilink-test.com,2088-IEBAU,0,68,Yes,DSL,Two year,Electronic check,88.15,6148.45,No
Verilink,7982-VCELR,7982-vcelr@verilink-test.com,7982-VCELR,0,36,Yes,Fiber optic,Month-to-month,Credit card (automatic),94.8,3565.65,No
Verilink,1343-EHPYB,1343-ehpyb@verilink-test.com,1343-EHPYB,0,63,Yes,Fiber optic,Month-to-month,Electronic check,103.4,6603,Yes
Verilink,6035-BXTTY,6035-bxtty@verilink-test.com,6035-BXTTY,1,32,Yes,DSL,Month-to-month,Bank transfer (automatic),54.65,1830.1,No
Verilink,6885-PKOAM,6885-pkoam@verilink-test.com,6885-PKOAM,0,71,Yes,DSL,Two year,Credit card (automatic),85.75,6223.8,No
Verilink,7520-HQWJU,7520-hqwju@verilink-test.com,7520-HQWJU,0,66,Yes,DSL,Month-to-month,Bank transfer (automatic),67.45,4508.65,No
Verilink,9639-BUJXT,9639-bujxt@verilink-test.com,9639-BUJXT,0,63,Yes,No,One year,Mailed check,20.5,1328.15,No
Verilink,5924-SNGKP,5924-sngkp@verilink-test.com,5924-SNGKP,0,41,Yes,No,One year,Credit card (automatic),20.25,865,No
Verilink,0021-IKXGC,0021-ikxgc@verilink-test.com,0021-IKXGC,1,1,Yes,Fiber optic,Month-to-month,Electronic check,72.1,72.1,No
Verilink,2034-GDRCN,2034-gdrcn@verilink-test.com,2034-GDRCN,0,2,Yes,Fiber optic,Month-to-month,Electronic check,90.4,168.2,Yes
Verilink,8966-SNIZF,8966-snizf@verilink-test.com,8966-SNIZF,0,70,Yes,No,Two year,Bank transfer (automatic),19.45,1303.5,No
Verilink,6243-OZGFH,6243-ozgfh@verilink-test.com,6243-OZGFH,0,23,No,DSL,Month-to-month,Electronic check,44.95,996.85,No
Verilink,4654-DLAMQ,4654-dlamq@verilink-test.com,4654-DLAMQ,1,64,Yes,Fiber optic,One year,Bank transfer (automatic),97,6430.9,No
Verilink,0513-RBGPE,0513-rbgpe@verilink-test.com,0513-RBGPE,0,37,Yes,DSL,Two year,Credit card (automatic),62.8,2278.75,No
Verilink,5160-UXJED,5160-uxjed@verilink-test.com,5160-UXJED,0,17,Yes,DSL,One year,Mailed check,44.6,681.4,No
Verilink,4115-NZRKS,4115-nzrks@verilink-test.com,4115-NZRKS,1,7,Yes,Fiber optic,Month-to-month,Electronic check,89.15,574.35,No
Verilink,0219-YTZUE,0219-ytzue@verilink-test.com,0219-YTZUE,0,4,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),84.8,371.9,Yes
Verilink,0623-IIHUG,0623-iihug@verilink-test.com,0623-IIHUG,1,21,No,DSL,Month-to-month,Electronic check,41.9,840.1,Yes
Verilink,4572-DVCGN,4572-dvcgn@verilink-test.com,4572-DVCGN,0,10,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),80.25,846,Yes
Verilink,3351-NGXYI,3351-ngxyi@verilink-test.com,3351-NGXYI,1,16,Yes,DSL,Month-to-month,Electronic check,54.1,889,No
Verilink,8984-EYLLL,8984-eylll@verilink-test.com,8984-EYLLL,0,64,Yes,Fiber optic,Two year,Electronic check,105.25,6823.4,No
Verilink,9057-MSWCO,9057-mswco@verilink-test.com,9057-MSWCO,1,27,No,DSL,Month-to-month,Credit card (automatic),30.75,805.1,Yes
Verilink,9833-TGFHX,9833-tgfhx@verilink-test.com,9833-TGFHX,0,42,Yes,Fiber optic,One year,Electronic check,97.1,4016.75,No
Verilink,9294-TDIPC,9294-tdipc@verilink-test.com,9294-TDIPC,0,5,Yes,No,Month-to-month,Mailed check,20.2,83.75,No
Verilink,5229-DTFYB,5229-dtfyb@verilink-test.com,5229-DTFYB,0,41,Yes,Fiber optic,Two year,Bank transfer (automatic),98.8,3959.15,No
Verilink,0104-PPXDV,0104-ppxdv@verilink-test.com,0104-PPXDV,0,58,Yes,DSL,One year,Credit card (automatic),50.3,2878.55,No
Verilink,5176-LMJXE,5176-lmjxe@verilink-test.com,5176-LMJXE,0,47,Yes,No,Two year,Mailed check,20.55,945.7,No
